11/22/2004 0:30,61491.512
11/22/2004 1:30,55463.324
11/22/2004 2:30,49658.133
11/22/2004 3:30,45066.497
11/22/2004 4:30,39938.616
11/22/2004 5:30,37518.327
11/22/2004 6:30,37667.338
11/22/2004 7:30,41410.384
11/22/2004 8:30,59453.567
11/22/2004 9:30,85732.707
11/22/2004 10:30,99485.714
11/22/2004 11:30,109657.701
11/22/2004 12:30,113513.696
11/22/2004 13:30,122772.135
11/22/2004 14:30,122664.463
11/22/2004 15:30,120957.82
11/22/2004 16:30,112710.782
11/22/2004 17:30,102011.78
11/22/2004 18:30,93463.702
11/22/2004 19:30,89273.093
11/22/2004 20:30,84388.795
11/22/2004 21:30,81028.234
11/22/2004 22:30,79151.756
11/22/2004 23:30,75475.127
11/23/2004 0:30,69695.122
11/23/2004 1:30,61426.173
11/23/2004 2:30,55148.967
11/23/2004 3:30,49963.178
11/23/2004 4:30,46288.304
11/23/2004 5:30,43460.824
11/23/2004 6:30,43872
11/23/2004 7:30,46920.245
11/23/2004 8:30,64800.154
11/23/2004 9:30,90777.868
11/23/2004 10:30,102356.462
11/23/2004 11:30,113912.899
11/23/2004 12:30,119409.565
11/23/2004 13:30,125058.79
11/23/2004 14:30,122651.869
11/23/2004 15:30,119779.18
11/23/2004 16:30,107937.658
11/23/2004 17:30,96320.504
11/23/2004 18:30,89288.673
11/23/2004 19:30,84061.54
11/23/2004 20:30,82382.836
11/23/2004 21:30,78535.644
11/23/2004 22:30,80190
11/23/2004 23:30,77015.476
11/24/2004 0:30,72030.651
11/24/2004 1:30,67312.915
11/24/2004 2:30,60855.282
11/24/2004 3:30,55619.246
11/24/2004 4:30,50997.383
11/24/2004 5:30,47565.928
11/24/2004 6:30,45270.163
11/24/2004 7:30,48382.999
11/24/2004 8:30,64916.416
11/24/2004 9:30,91055.529
11/24/2004 10:30,102021.363
11/24/2004 11:30,101453
11/24/2004 12:30,102830.483
11/24/2004 13:30,119116.364
11/24/2004 14:30,106297.849
11/24/2004 15:30,81473.416
11/24/2004 16:30,75003.65
11/24/2004 17:30,67270.899
11/24/2004 18:30,61745.19
11/24/2004 19:30,60069.544
11/24/2004 20:30,55082.136
11/24/2004 21:30,53785.152
11/24/2004 22:30,51820.489
11/24/2004 23:30,49220.787
11/25/2004 0:30,45354.131
11/25/2004 1:30,38464.389
11/25/2004 2:30,34335
11/25/2004 3:30,31852.582
11/25/2004 4:30,28444.123
11/25/2004 5:30,27960.347
11/25/2004 6:30,29380.717
11/25/2004 7:30,32337.982
11/25/2004 8:30,44782.657
11/25/2004 9:30,65160
11/25/2004 10:30,74067.274
11/25/2004 11:30,80437.905
11/25/2004 12:30,80415.565
11/25/2004 13:30,83413.132
11/25/2004 14:30,84793.399
11/25/2004 15:30,81314.995
11/25/2004 16:30,73975.34
11/25/2004 17:30,66554.983
11/25/2004 18:30,61711.489
11/25/2004 19:30,58145.548
11/25/2004 20:30,53628.75
11/25/2004 21:30,51279.196
11/25/2004 22:30,48923.357
11/25/2004 23:30,46283.6
11/26/2004 0:30,42701.972
11/26/2004 1:30,37990.322
11/26/2004 2:30,33373.495
11/26/2004 3:30,30673.197
11/26/2004 4:30,28032.506
11/26/2004 5:30,26527.637
11/26/2004 6:30,26178.832
11/26/2004 7:30,30784.684
11/26/2004 8:30,44053.78
11/26/2004 9:30,62682.285
11/26/2004 10:30,70084.37
11/26/2004 11:30,76064.529
11/26/2004 12:30,74957.997
11/26/2004 13:30,72677.433
11/26/2004 14:30,79244
11/26/2004 15:30,74980.781
11/26/2004 16:30,63487.752
11/26/2004 17:30,54476.09
11/26/2004 18:30,51138.512
11/26/2004 19:30,51265.584
11/26/2004 20:30,49326.515
11/26/2004 21:30,46928.152
11/26/2004 22:30,46398.889
11/26/2004 23:30,44664.737
11/27/2004 0:30,42590.082
11/27/2004 1:30,39372.446
11/27/2004 2:30,36232.874
11/27/2004 3:30,34004.909
11/27/2004 4:30,29333.91
11/27/2004 5:30,28015.092
11/27/2004 6:30,26969.569
